,exp_iter,caipi_iter,state,fp_rate,fn_rates,precision,recall,accuracy,corr_ces_pos,corr_ces_neg,labeled_size,unlabeled_size
0,1,1,RWR,0.576271186440678,0.3402061855670103,0.6530612244897959,0.6597938144329897,0.5705128205128205,0.046875,0.08,14,365
1,1,2,W,0.4067796610169492,0.28865979381443296,0.7419354838709677,0.711340206185567,0.6666666666666666,0.07246376811594203,0.2571428571428571,15,364
2,1,3,W,0.4745762711864407,0.25773195876288657,0.72,0.7422680412371134,0.6602564102564102,0.013888888888888888,0.16129032258064516,16,363
3,1,4,W,0.4745762711864407,0.1134020618556701,0.7543859649122807,0.8865979381443299,0.75,0.06976744186046512,0.25806451612903225,17,362
4,1,5,RWR,0.5423728813559322,0.061855670103092786,0.7398373983739838,0.9381443298969072,0.7564102564102564,0.0989010989010989,0.25925925925925924,21,361
5,1,6,RWR,0.4576271186440678,0.07216494845360824,0.7692307692307693,0.9278350515463918,0.782051282051282,0.1111111111111111,0.1875,25,360
6,1,7,W,0.4576271186440678,0.07216494845360824,0.7692307692307693,0.9278350515463918,0.782051282051282,0.1111111111111111,0.375,26,359
7,1,8,W,0.4576271186440678,0.07216494845360824,0.7692307692307693,0.9278350515463918,0.782051282051282,0.15555555555555556,0.25,27,358
8,1,9,RWR,0.4745762711864407,0.041237113402061855,0.768595041322314,0.9587628865979382,0.7948717948717948,0.23655913978494625,0.16129032258064516,31,357
9,1,10,RWR,0.4576271186440678,0.05154639175257732,0.773109243697479,0.9484536082474226,0.7948717948717948,0.31521739130434784,0.375,35,356
10,1,11,RWR,0.4745762711864407,0.05154639175257732,0.7666666666666667,0.9484536082474226,0.7884615384615384,0.17391304347826086,0.3870967741935484,39,355
11,1,12,RWR,0.423728813559322,0.061855670103092786,0.7844827586206896,0.9381443298969072,0.8012820512820513,0.1978021978021978,0.47058823529411764,43,354
12,1,13,W,0.4406779661016949,0.061855670103092786,0.7777777777777778,0.9381443298969072,0.7948717948717948,0.25274725274725274,0.36363636363636365,44,353
13,1,14,W,0.4576271186440678,0.07216494845360824,0.7692307692307693,0.9278350515463918,0.782051282051282,0.1111111111111111,0.1875,45,352
14,1,15,RRR,0.4576271186440678,0.041237113402061855,0.775,0.9587628865979382,0.8012820512820513,0.17204301075268819,0.40625,46,351
15,1,16,RRR,0.4576271186440678,0.041237113402061855,0.775,0.9587628865979382,0.8012820512820513,0.10752688172043011,0.28125,47,350
16,1,17,W,0.4576271186440678,0.041237113402061855,0.775,0.9587628865979382,0.8012820512820513,0.1935483870967742,0.25,48,349
17,1,18,W,0.4576271186440678,0.041237113402061855,0.775,0.9587628865979382,0.8012820512820513,0.21505376344086022,0.125,49,348
18,1,19,RWR,0.5084745762711864,0.08247422680412371,0.7478991596638656,0.9175257731958762,0.7564102564102564,0.0898876404494382,0.27586206896551724,53,347
19,1,20,RWR,0.5084745762711864,0.05154639175257732,0.7540983606557377,0.9484536082474226,0.7756410256410257,0.31521739130434784,0.3103448275862069,57,346
20,1,21,RWR,0.3220338983050847,0.041237113402061855,0.8303571428571429,0.9587628865979382,0.8525641025641025,0.5161290322580645,0.3,61,345
21,1,22,W,0.1694915254237288,0.08247422680412371,0.898989898989899,0.9175257731958762,0.8846153846153846,0.4157303370786517,0.22448979591836735,62,344
22,1,23,W,0.15254237288135594,0.061855670103092786,0.91,0.9381443298969072,0.9038461538461539,0.4725274725274725,0.3,63,343
23,1,24,RWR,0.1694915254237288,0.05154639175257732,0.9019607843137255,0.9484536082474226,0.9038461538461539,0.45652173913043476,0.30612244897959184,67,342
24,1,25,RWR,0.2033898305084746,0.05154639175257732,0.8846153846153846,0.9484536082474226,0.8910256410256411,0.4673913043478261,0.19148936170212766,71,341
25,1,26,RWR,0.288135593220339,0.05154639175257732,0.8440366972477065,0.9484536082474226,0.8589743589743589,0.4782608695652174,0.21428571428571427,75,340
26,1,27,RRR,0.1864406779661017,0.061855670103092786,0.8921568627450981,0.9381443298969072,0.8910256410256411,0.43956043956043955,0.3125,76,339
27,1,28,RWR,0.22033898305084745,0.061855670103092786,0.875,0.9381443298969072,0.8782051282051282,0.5054945054945055,0.32608695652173914,80,338
28,1,29,RWR,0.1864406779661017,0.07216494845360824,0.8910891089108911,0.9278350515463918,0.8846153846153846,0.3888888888888889,0.5,84,337
29,1,30,RWR,0.11864406779661017,0.07216494845360824,0.9278350515463918,0.9278350515463918,0.9102564102564102,0.5444444444444444,0.36538461538461536,88,336
30,1,31,W,0.13559322033898305,0.07216494845360824,0.9183673469387755,0.9278350515463918,0.9038461538461539,0.5333333333333333,0.4117647058823529,89,335
31,1,32,W,0.13559322033898305,0.08247422680412371,0.9175257731958762,0.9175257731958762,0.8974358974358975,0.5393258426966292,0.5490196078431373,90,334
32,1,33,RRR,0.13559322033898305,0.07216494845360824,0.9183673469387755,0.9278350515463918,0.9038461538461539,0.5111111111111111,0.3333333333333333,91,333
33,1,34,W,0.11864406779661017,0.07216494845360824,0.9278350515463918,0.9278350515463918,0.9102564102564102,0.6333333333333333,0.38461538461538464,92,332
34,1,35,W,0.11864406779661017,0.061855670103092786,0.9285714285714286,0.9381443298969072,0.9166666666666666,0.5824175824175825,0.5384615384615384,93,331
35,1,36,RWR,0.1694915254237288,0.061855670103092786,0.900990099009901,0.9381443298969072,0.8974358974358975,0.6153846153846154,0.40816326530612246,97,330
36,1,37,RWR,0.13559322033898305,0.061855670103092786,0.9191919191919192,0.9381443298969072,0.9102564102564102,0.6153846153846154,0.4117647058823529,101,329
