,exp_iter,caipi_iter,state,fp_rate,fn_rates,precision,recall,accuracy,corr_ces_pos,corr_ces_neg,labeled_size,unlabeled_size
0,1,1,RWR,0.8376623376623377,0.37254901960784315,0.4266666666666667,0.6274509803921569,0.3941368078175896,0.0,0.19047619047619047,16,717
1,1,2,W,0.7467532467532467,0.39869281045751637,0.4444444444444444,0.6013071895424836,0.42671009771986973,0.0958904109589041,0.1111111111111111,17,716
2,1,3,W,0.8246753246753247,0.26143790849673204,0.4708333333333333,0.738562091503268,0.4560260586319218,0.02531645569620253,0.047619047619047616,18,715
3,1,4,W,0.8506493506493507,0.28104575163398693,0.45643153526970953,0.7189542483660131,0.43322475570032576,0.024096385542168676,0.35294117647058826,19,714
4,1,5,W,0.8311688311688312,0.2679738562091503,0.4666666666666667,0.7320261437908496,0.4495114006514658,0.0,0.17647058823529413,20,713
5,1,6,RWR,0.8636363636363636,0.22875816993464052,0.4701195219123506,0.7712418300653595,0.4527687296416938,0.011764705882352941,0.2,26,712
6,1,7,W,0.8636363636363636,0.21568627450980393,0.4743083003952569,0.7843137254901961,0.4592833876221498,0.03488372093023256,0.42857142857142855,27,711
7,1,8,W,0.8571428571428571,0.19607843137254902,0.4823529411764706,0.803921568627451,0.4723127035830619,0.011494252873563218,0.23076923076923078,28,710
8,1,9,W,0.8831168831168831,0.17647058823529413,0.48091603053435117,0.8235294117647058,0.46905537459283386,0.011764705882352941,0.26666666666666666,29,709
9,1,10,W,0.9090909090909091,0.13725490196078433,0.4852941176470588,0.8627450980392157,0.4755700325732899,0.0,0.0,30,708
10,1,11,W,0.922077922077922,0.11764705882352941,0.48736462093862815,0.8823529411764706,0.4788273615635179,0.0,0.2222222222222222,31,707
11,1,12,RWR,0.9090909090909091,0.13071895424836602,0.48717948717948717,0.869281045751634,0.4788273615635179,0.0,0.2727272727272727,37,706
12,1,13,W,0.9285714285714286,0.10457516339869281,0.48928571428571427,0.8954248366013072,0.4820846905537459,0.0,0.14285714285714285,38,705
13,1,14,W,0.935064935064935,0.11764705882352941,0.4838709677419355,0.8823529411764706,0.4723127035830619,0.0,0.0,39,704
14,1,15,RWR,0.974025974025974,0.06535947712418301,0.4880546075085324,0.934640522875817,0.4788273615635179,0.0,0.0,45,703
15,1,16,RWR,0.948051948051948,0.0392156862745098,0.5017064846416383,0.9607843137254902,0.504885993485342,0.0,0.0,46,702
16,1,17,W,0.948051948051948,0.06535947712418301,0.49480968858131485,0.934640522875817,0.49185667752442996,0.0,0.16666666666666666,47,701
17,1,18,W,0.948051948051948,0.05228758169934641,0.49828178694158076,0.9477124183006536,0.498371335504886,0.0425531914893617,0.0,48,700
18,1,19,RWR,0.9545454545454546,0.032679738562091505,0.5016949152542373,0.9673202614379085,0.504885993485342,0.010526315789473684,0.6,54,699
19,1,20,RWR,0.961038961038961,0.0196078431372549,0.5033557046979866,0.9803921568627451,0.50814332247557,0.0,0.0,60,698
20,1,21,W,0.9675324675324676,0.032679738562091505,0.4983164983164983,0.9673202614379085,0.498371335504886,0.07142857142857142,0.0,61,697
21,1,22,W,0.961038961038961,0.0196078431372549,0.5033557046979866,0.9803921568627451,0.50814332247557,0.030612244897959183,0.0,62,696
22,1,23,RWR,0.9415584415584416,0.026143790849673203,0.5068027210884354,0.9738562091503268,0.5146579804560261,0.02127659574468085,0.0,68,695
23,1,24,RRR,0.8571428571428571,0.05228758169934641,0.5234657039711191,0.9477124183006536,0.5439739413680782,0.03409090909090909,0.0,69,694
24,1,25,RWR,0.7987012987012987,0.0718954248366013,0.5358490566037736,0.9281045751633987,0.5635179153094463,0.024390243902439025,0.1111111111111111,75,693
25,1,26,W,0.6363636363636364,0.0784313725490196,0.5899581589958159,0.9215686274509803,0.6416938110749185,0.043478260869565216,0.3225806451612903,76,692
26,1,27,RWR,0.6493506493506493,0.0784313725490196,0.5850622406639004,0.9215686274509803,0.6351791530944625,0.04285714285714286,0.2,82,691
27,1,28,RWR,0.5,0.09803921568627451,0.641860465116279,0.9019607843137255,0.7003257328990228,0.07462686567164178,0.2727272727272727,88,690
28,1,29,RRR,0.5064935064935064,0.13725490196078433,0.6285714285714286,0.8627450980392157,0.6775244299674267,0.125,0.19444444444444445,89,689
29,1,30,RWR,0.44155844155844154,0.1568627450980392,0.6548223350253807,0.8431372549019608,0.7003257328990228,0.045454545454545456,0.17647058823529413,95,688
30,1,31,RWR,0.3961038961038961,0.1503267973856209,0.680628272251309,0.8496732026143791,0.7263843648208469,0.10714285714285714,0.22727272727272727,101,687
31,1,32,RWR,0.37662337662337664,0.16993464052287582,0.6864864864864865,0.8300653594771242,0.7263843648208469,0.14285714285714285,0.3409090909090909,107,686
32,1,33,RRR,0.37012987012987014,0.16993464052287582,0.6902173913043478,0.8300653594771242,0.7296416938110749,0.05084745762711865,0.21951219512195122,108,685
33,1,34,W,0.38961038961038963,0.1895424836601307,0.6739130434782609,0.8104575163398693,0.7100977198697068,0.08928571428571429,0.20454545454545456,109,684
34,1,35,W,0.37662337662337664,0.16993464052287582,0.6864864864864865,0.8300653594771242,0.7263843648208469,0.07017543859649122,0.4418604651162791,110,683
35,1,36,RWR,0.44155844155844154,0.16339869281045752,0.6530612244897959,0.8366013071895425,0.6970684039087948,0.1875,0.16666666666666666,116,682
36,1,37,RWR,0.35064935064935066,0.17647058823529413,0.7,0.8235294117647058,0.7361563517915309,0.14545454545454545,0.2,122,681
37,1,38,W,0.2922077922077922,0.20915032679738563,0.7289156626506024,0.7908496732026143,0.749185667752443,0.10909090909090909,0.2,123,680
