,exp_iter,caipi_iter,state,fp_rate,fn_rates,precision,recall,accuracy,corr_ces_pos,corr_ces_neg,labeled_size,unlabeled_size
0,1,1,W,0.559322033898305,0.35051546391752575,0.65625,0.6494845360824743,0.5705128205128205,0.047619047619047616,0.038461538461538464,11,365
1,1,2,RWR,0.5423728813559322,0.23711340206185566,0.6981132075471698,0.7628865979381443,0.6474358974358975,0.12162162162162163,0.23076923076923078,17,364
2,1,3,RWR,0.1694915254237288,0.31958762886597936,0.868421052631579,0.6804123711340206,0.7371794871794872,0.17307692307692307,0.22916666666666666,18,363
3,1,4,W,0.0847457627118644,0.29896907216494845,0.9315068493150684,0.7010309278350515,0.782051282051282,0.19298245614035087,0.20930232558139536,19,362
4,1,5,W,0.05084745762711865,0.23711340206185566,0.961038961038961,0.7628865979381443,0.8333333333333334,0.29310344827586204,0.19047619047619047,20,361
5,1,6,W,0.11864406779661017,0.16494845360824742,0.9204545454545454,0.8350515463917526,0.8525641025641025,0.3114754098360656,0.28205128205128205,21,360
6,1,7,RWR,0.1016949152542373,0.16494845360824742,0.9310344827586207,0.8350515463917526,0.8589743589743589,0.2903225806451613,0.2631578947368421,22,359
7,1,8,RRR,0.0847457627118644,0.14432989690721648,0.9431818181818182,0.8556701030927835,0.8782051282051282,0.265625,0.05555555555555555,23,358
8,1,9,RWR,0.0847457627118644,0.14432989690721648,0.9431818181818182,0.8556701030927835,0.8782051282051282,0.36065573770491804,0.20512820512820512,24,357
9,1,10,W,0.06779661016949153,0.14432989690721648,0.9540229885057471,0.8556701030927835,0.8846153846153846,0.2459016393442623,0.358974358974359,25,356
10,1,11,W,0.06779661016949153,0.14432989690721648,0.9540229885057471,0.8556701030927835,0.8846153846153846,0.3333333333333333,0.25,26,355
11,1,12,W,0.06779661016949153,0.12371134020618557,0.9550561797752809,0.8762886597938144,0.8974358974358975,0.29508196721311475,0.2564102564102564,27,354
12,1,13,RRR,0.06779661016949153,0.13402061855670103,0.9545454545454546,0.865979381443299,0.8910256410256411,0.3709677419354839,0.21052631578947367,28,353
13,1,14,RWR,0.05084745762711865,0.14432989690721648,0.9651162790697675,0.8556701030927835,0.8910256410256411,0.2413793103448276,0.2619047619047619,29,352
14,1,15,W,0.06779661016949153,0.14432989690721648,0.9540229885057471,0.8556701030927835,0.8846153846153846,0.39344262295081966,0.358974358974359,30,351
